GlobalRank,TldRank,Domain,TLD,RefSubNets,RefIPs,IDN_Domain,IDN_TLD,PrevGlobalRank,PrevTldRank,PrevRefSubNets,PrevRefIPs
1,1,facebook.com,com,478700,2765795,facebook.com,com,1,1,478942,2762694
2,2,google.com,com,476323,2573805,google.com,com,2,2,476543,2572206
3,3,youtube.com,com,433345,2234591,youtube.com,com,3,3,433292,2230371
4,4,twitter.com,com,428189,2245473,twitter.com,com,4,4,428362,2242739
5,5,instagram.com,com,330365,1542027,instagram.com,com,5,5,330151,1538729
6,6,linkedin.com,com,325310,1388412,linkedin.com,com,6,6,325575,1386332
7,7,microsoft.com,com,311664,1129780,microsoft.com,com,7,7,311970,1129711
8,8,apple.com,com,284708,965029,apple.com,com,8,8,284884,963556
9,1,wikipedia.org,org,280886,1055630,wikipedia.org,org,9,1,281006,1054761
10,9,plus.google.com,com,255525,1077115,plus.google.com,com,10,9,255676,1076805
11,2,en.wikipedia.org,org,235455,790121,en.wikipedia.org,org,11,2,235620,789271
12,10,googletagmanager.com,com,226348,747629,googletagmanager.com,com,12,10,226253,744953
13,1,youtu.be,be,225274,753000,youtu.be,be,13,1,225210,751482
14,11,adobe.com,com,221559,668715,adobe.com,com,14,11,221833,668849
15,12,vimeo.com,com,219961,829185,vimeo.com,com,15,12,219719,827195
16,13,pinterest.com,com,217870,887380,pinterest.com,com,16,13,217736,885723
17,14,itunes.apple.com,com,216230,618352,itunes.apple.com,com,17,14,216483,617798
18,15,play.google.com,com,212480,615621,play.google.com,com,18,15,212531,614386
19,16,maps.google.com,com,206647,710161,maps.google.com,com,20,16,206592,708802
20,1,goo.gl,gl,206536,674074,goo.gl,gl,19,1,206596,673379
21,17,wordpress.com,com,200583,673076,wordpress.com,com,21,17,200590,672599
22,18,blogspot.com,com,190263,623384,blogspot.com,com,22,18,191338,625247
23,1,bit.ly,ly,187562,569667,bit.ly,ly,23,1,187491,568236
24,19,github.com,com,184635,505797,github.com,com,24,19,184948,506283
25,20,player.vimeo.com,com,183949,654297,player.vimeo.com,com,25,20,183767,652424
26,21,amazon.com,com,179467,553746,amazon.com,com,26,21,179349,553036
27,3,wordpress.org,org,177141,694387,wordpress.org,org,27,3,176981,693762
28,22,docs.google.com,com,175666,517357,docs.google.com,com,28,22,175404,516465
29,23,yahoo.com,com,172268,476817,yahoo.com,com,29,23,172122,475213
30,4,mozilla.org,org,160155,453267,mozilla.org,org,30,4,159184,449495
31,24,godaddy.com,com,157961,461474,godaddy.com,com,31,24,158308,463438
32,25,tumblr.com,com,157841,522935,tumblr.com,com,32,25,157806,522343
33,26,flickr.com,com,146667,429815,flickr.com,com,33,26,146748,429384
34,27,parked-content.godaddy.com,com,142843,398246,parked-content.godaddy.com,com,34,27,143138,400250
35,28,drive.google.com,com,141378,377720,drive.google.com,com,35,28,141077,376329
36,29,support.google.com,com,135190,424098,support.google.com,com,36,29,134992,422530
37,5,apache.org,org,134762,292479,apache.org,org,37,5,134988,292812
38,30,gravatar.com,com,133358,435622,gravatar.com,com,38,30,133431,435986
39,1,europa.eu,eu,132087,419651,europa.eu,eu,39,1,132308,419173
40,31,qq.com,com,130797,1279916,qq.com,com,40,31,131054,1286098
41,6,w3.org,org,129886,292359,w3.org,org,41,6,129883,292296
42,32,nytimes.com,com,128737,349588,nytimes.com,com,42,32,128820,349229
43,33,reddit.com,com,127748,391997,reddit.com,com,43,33,127830,391839
44,34,macromedia.com,com,127678,340716,macromedia.com,com,44,34,127784,341343
45,1,sourceforge.net,net,121487,267071,sourceforge.net,net,45,1,121734,267302
46,35,get.adobe.com,com,121444,278559,get.adobe.com,com,48,37,120738,275389
47,36,soundcloud.com,com,121425,361081,soundcloud.com,com,46,35,121407,360747
48,37,sites.google.com,com,121242,294211,sites.google.com,com,47,36,121360,294386
49,1,nih.gov,gov,119020,302208,nih.gov,gov,49,1,118960,301516
50,38,amazonaws.com,com,118751,270565,amazonaws.com,com,50,38,118845,269952
51,1,t.co,co,115249,322000,t.co,co,51,1,115356,321569
52,39,support.microsoft.com,com,113207,263592,support.microsoft.com,com,52,39,113420,263346
53,40,forbes.com,com,111677,279612,forbes.com,com,53,40,111710,279128
54,41,theguardian.com,com,111035,288019,theguardian.com,com,54,41,111009,287379
55,42,cnn.com,com,109435,273814,cnn.com,com,55,42,109508,273509
56,1,github.io,io,107876,243697,github.io,io,56,1,107867,242949
57,1,bbc.co.uk,uk,107261,271990,bbc.co.uk,uk,57,1,107405,271580
58,43,dropbox.com,com,106587,258199,dropbox.com,com,58,43,106706,258138
59,44,medium.com,com,105764,256032,medium.com,com,59,44,105616,254754
60,45,whatsapp.com,com,105634,337846,whatsapp.com,com,60,45,105456,336945
61,7,creativecommons.org,org,104675,245965,creativecommons.org,org,61,7,104665,245734
62,2,www.ncbi.nlm.nih.gov,gov,103872,254254,www.ncbi.nlm.nih.gov,gov,62,2,103946,254073
63,8,httpd.apache.org,org,102822,216542,httpd.apache.org,org,63,8,102973,216897
64,9,archive.org,org,102523,256067,archive.org,org,64,9,102561,255876
65,2,ec.europa.eu,eu,102309,301023,ec.europa.eu,eu,65,2,102218,300103
66,2,php.net,net,102067,221657,php.net,net,66,2,102182,222097
67,46,weebly.com,com,101985,251017,weebly.com,com,67,46,102101,251031
68,47,apps.apple.com,com,101290,210961,apps.apple.com,com,68,47,101095,209733
69,48,support.apple.com,com,100698,269262,support.apple.com,com,-1,-1,-1,-1
70,49,weibo.com,com,98674,508647,weibo.com,com,69,48,98831,510455
71,50,wixsite.com,com,98285,237491,wixsite.com,com,71,50,98313,237597
72,51,issuu.com,com,97779,236114,issuu.com,com,72,51,97685,235857
73,1,who.int,int,96990,212015,who.int,int,73,1,97000,211237
74,52,paypal.com,com,95980,256799,paypal.com,com,74,52,95928,256629
75,53,m.facebook.com,com,95066,264770,m.facebook.com,com,76,54,95089,264496
76,54,accounts.google.com,com,95021,220505,accounts.google.com,com,80,57,92840,215078
77,55,oracle.com,com,94679,174129,oracle.com,com,75,53,95678,177508
78,56,msn.com,com,94163,212624,msn.com,com,77,55,94115,212996
79,10,gnu.org,org,93311,197559,gnu.org,org,79,10,92973,195833
80,57,tinyurl.com,com,93121,214761,tinyurl.com,com,78,56,93270,214721
81,58,reuters.com,com,92174,211607,reuters.com,com,81,58,92165,211357
82,59,l.facebook.com,com,91710,239346,l.facebook.com,com,82,59,91585,238825
83,60,wsj.com,com,91336,213316,wsj.com,com,83,60,91342,212824
84,61,cloudflare.com,com,90848,266730,cloudflare.com,com,84,61,90733,266447
85,62,domainmarket.com,com,90620,231106,domainmarket.com,com,85,62,90733,231431
86,63,washingtonpost.com,com,90407,220248,washingtonpost.com,com,86,63,90507,219958
87,64,imdb.com,com,89799,226004,imdb.com,com,87,64,89914,226069
88,65,bing.com,com,89320,198121,bing.com,com,89,66,89331,198194
89,66,bbc.com,com,89210,209582,bbc.com,com,88,65,89855,210182
90,67,vk.com,com,88130,292992,vk.com,com,70,49,98449,330217
91,68,opera.com,com,88102,213927,opera.com,com,90,67,88099,213546
92,3,slideshare.net,net,87815,189737,slideshare.net,net,92,3,87872,189441
93,69,wpa.qq.com,com,87614,713426,wpa.qq.com,com,91,68,87873,715913
94,70,api.whatsapp.com,com,87531,274233,api.whatsapp.com,com,93,69,87392,273528
95,3,cdc.gov,gov,87466,209494,cdc.gov,gov,94,3,87355,208373
96,1,harvard.edu,edu,86893,192153,harvard.edu,edu,96,1,86930,191888
97,2,mit.edu,edu,86857,178977,mit.edu,edu,97,2,86920,178803
98,71,code.google.com,com,86694,204286,code.google.com,com,-1,-1,-1,-1
99,11,wikimedia.org,org,86560,202638,wikimedia.org,org,98,11,86533,202537
100,72,youtube-nocookie.com,com,85848,214494,youtube-nocookie.com,com,99,71,85847,214212
101,73,bloomberg.com,com,85662,193247,bloomberg.com,com,95,70,86977,195461
102,74,ibm.com,com,85559,159133,ibm.com,com,100,72,85675,159476
103,75,wix.com,com,84790,191674,wix.com,com,101,73,84978,191935
104,76,live.com,com,83944,174148,live.com,com,104,75,83814,173170
105,77,virginmedia.com,com,83889,164922,virginmedia.com,com,102,74,84248,165933
106,3,stanford.edu,edu,83817,170767,stanford.edu,edu,103,3,83862,170710
107,78,spotify.com,com,83205,214530,spotify.com,com,105,76,83142,213893
108,79,fpdownload.macromedia.com,com,82923,182791,fpdownload.macromedia.com,com,106,77,83026,183163
109,12,web.archive.org,org,82838,192303,web.archive.org,org,107,12,82849,192052
110,4,cpanel.net,net,82593,319574,cpanel.net,net,108,4,82597,319694
111,80,windows.microsoft.com,com,82285,189252,windows.microsoft.com,com,109,78,82478,189403
112,13,validator.w3.org,org,82248,174256,validator.w3.org,org,110,13,82269,174519
113,2,telegraph.co.uk,uk,81953,194025,telegraph.co.uk,uk,112,2,81947,193575
114,81,developers.google.com,com,81337,217851,developers.google.com,com,-1,-1,-1,-1
115,82,w.soundcloud.com,com,81188,217630,w.soundcloud.com,com,114,80,81010,217523
116,83,businessinsider.com,com,80951,185668,businessinsider.com,com,115,81,80924,185199
117,84,huffingtonpost.com,com,80832,200142,huffingtonpost.com,com,116,82,80762,199816
118,85,go.com,com,80804,190576,go.com,com,113,79,81748,192121
119,1,sina.com.cn,cn,80605,376073,sina.com.cn,cn,117,1,80757,377232
120,86,policies.google.com,com,80584,236646,policies.google.com,com,118,83,80588,235838
121,87,support.cloudflare.com,com,80119,240495,support.cloudflare.com,com,-1,-1,-1,-1
122,88,sciencedirect.com,com,80065,169548,sciencedirect.com,com,119,84,80129,169435
123,89,hugedomains.com,com,79511,168816,hugedomains.com,com,120,85,79771,169875
124,90,bitly.com,com,79304,165782,bitly.com,com,121,86,79436,165852
125,14,nginx.org,org,79106,163599,nginx.org,org,122,15,79123,163606
126,91,mysql.com,com,78856,154382,mysql.com,com,123,87,78921,154597
127,92,cpanel.com,com,78835,299960,cpanel.com,com,124,88,78832,300025
128,93,wp.com,com,78659,240181,wp.com,com,126,90,78596,240064
129,94,myspace.com,com,78585,188624,myspace.com,com,125,89,78616,188763
130,3,dailymail.co.uk,uk,77941,186329,dailymail.co.uk,uk,127,3,77964,186149
131,95,eventbrite.com,com,77324,183104,eventbrite.com,com,128,91,77533,182916
132,96,wiley.com,com,77190,160631,wiley.com,com,129,92,77143,160319
133,4,nasa.gov,gov,77123,158868,nasa.gov,gov,130,4,77102,158723
134,97,cnet.com,com,77093,162163,cnet.com,com,131,93,77052,162074
135,98,time.com,com,76861,175297,time.com,com,132,94,76852,175008
136,99,aol.com,com,76637,155791,aol.com,com,138,99,74980,152203
137,100,usatoday.com,com,76507,177121,usatoday.com,com,134,95,76556,176895
138,15,debian.org,org,76423,148486,debian.org,org,133,16,76557,148728
139,101,list-manage.com,com,75748,178334,list-manage.com,com,135,96,75654,177928
140,102,nature.com,com,75443,155515,nature.com,com,137,98,75379,155300
141,103,bp.blogspot.com,com,75376,191334,bp.blogspot.com,com,136,97,75425,191423
142,104,hp.com,com,73796,134236,hp.com,com,139,100,73838,134294
143,16,un.org,org,73778,147068,un.org,org,141,17,73754,146698
144,105,youku.com,com,73675,303543,youku.com,com,140,101,73829,304610
145,106,surveymonkey.com,com,73540,145213,surveymonkey.com,com,142,102,73640,145112
146,107,xinhuanet.com,com,73086,292121,xinhuanet.com,com,144,104,73194,292722
147,108,nginx.com,com,73059,148580,nginx.com,com,143,103,73336,149223
148,109,mp.weixin.qq.com,com,72930,311574,mp.weixin.qq.com,com,145,105,73104,312474
149,110,wired.com,com,72440,156762,wired.com,com,146,106,72502,156603
150,111,chrome.google.com,com,72358,148248,chrome.google.com,com,147,107,72401,148002
151,112,ted.com,com,71802,157309,ted.com,com,148,108,71822,157146
152,113,163.com,com,70512,288656,163.com,com,149,109,70751,290493
153,1,forms.gle,gle,70495,142647,forms.gle,gle,151,1,70241,142018
154,4,www.gov.uk,uk,70469,158223,www.gov.uk,uk,154,4,69422,154927
155,114,blogger.com,com,70303,170304,blogger.com,com,150,110,70374,170383
156,115,open.spotify.com,com,70053,174574,open.spotify.com,com,152,111,69989,174087
157,116,taobao.com,com,69300,261245,taobao.com,com,153,112,69451,261418
158,117,mail.google.com,com,69296,144951,mail.google.com,com,185,129,63706,130300
159,17,npr.org,org,69077,162430,npr.org,org,155,18,69009,162166
160,5,independent.co.uk,uk,68457,154714,independent.co.uk,uk,156,5,68455,154467
161,118,imgur.com,com,68248,155764,imgur.com,com,157,113,68291,155923
162,18,doi.org,org,68065,131758,doi.org,org,158,19,67997,131653
163,119,cnbc.com,com,67692,147082,cnbc.com,com,159,114,67680,146718
164,1,gc.ca,ca,67380,137822,gc.ca,ca,162,1,67351,137596
165,120,springer.com,com,67320,132476,springer.com,com,163,116,67334,132532
166,121,techcrunch.com,com,67309,140548,techcrunch.com,com,161,115,67402,140424
167,19,ietf.org,org,67231,124248,ietf.org,org,160,20,67412,124424
168,122,googleusercontent.com,com,66985,151360,googleusercontent.com,com,165,118,66990,151459
169,4,berkeley.edu,edu,66972,131440,berkeley.edu,edu,167,4,66980,131449
170,1,free.fr,fr,66963,145031,free.fr,fr,166,1,66981,145151
171,2,beian.gov.cn,cn,66761,355815,beian.gov.cn,cn,168,2,66884,357279
172,123,dailymotion.com,com,66548,160881,dailymotion.com,com,169,119,66590,160836
173,3,miit.gov.cn,cn,66291,297977,miit.gov.cn,cn,171,3,66308,298118
174,124,office.com,com,66188,118951,office.com,com,170,120,66485,119605
175,125,latimes.com,com,65269,148604,latimes.com,com,172,121,65315,148398
176,126,i0.wp.com,com,65254,195885,i0.wp.com,com,173,122,65237,195907
177,127,about.com,com,65034,138876,about.com,com,174,123,65046,138926
178,128,yelp.com,com,64859,174055,yelp.com,com,175,124,64924,173474
179,5,washington.edu,edu,64780,117806,washington.edu,edu,176,5,64851,117872
180,20,commons.wikimedia.org,org,64604,140094,commons.wikimedia.org,org,177,21,64614,139949
181,129,i1.wp.com,com,64574,193029,i1.wp.com,com,178,125,64529,192994
182,130,sohu.com,com,64313,259170,sohu.com,com,179,126,64406,260141
183,5,loc.gov,gov,64149,120181,loc.gov,gov,180,5,64124,120273
184,5,cloudfront.net,net,64118,127045,cloudfront.net,net,181,5,64067,126651
185,131,i2.wp.com,com,63866,190640,i2.wp.com,com,184,128,63786,190564
186,132,digg.com,com,63819,149207,digg.com,com,183,127,63814,149369
187,6,themeforest.net,net,63575,165784,themeforest.net,net,182,6,63837,166308
188,133,s3.amazonaws.com,com,63541,126829,s3.amazonaws.com,com,188,131,63457,126552
189,134,statcounter.com,com,63537,155566,statcounter.com,com,187,130,63603,155537
190,7,launchpad.net,net,63508,115186,launchpad.net,net,186,7,63638,115413
191,135,etsy.com,com,63223,158922,etsy.com,com,189,132,63260,158863
192,8,researchgate.net,net,63207,127242,researchgate.net,net,191,8,63160,127005
193,1,amzn.to,to,63174,178957,amzn.to,to,193,1,63001,178559
194,136,nationalgeographic.com,com,63088,131483,nationalgeographic.com,com,192,134,63023,131285
195,137,v.qq.com,com,63054,284047,v.qq.com,com,190,133,63197,285271
196,6,cornell.edu,edu,62957,126189,cornell.edu,edu,194,6,62999,126151
197,6,amazon.co.uk,uk,62915,149179,amazon.co.uk,uk,195,6,62928,148923
198,138,addtoany.com,com,62458,156729,addtoany.com,com,196,135,62510,156549
199,9,behance.net,net,62236,144184,behance.net,net,197,9,62278,144080
200,139,ft.com,com,61887,125305,ft.com,com,198,136,61791,124959
201,140,jimdo.com,com,61266,145973,jimdo.com,com,199,137,61341,146079
202,141,scribd.com,com,60869,130034,scribd.com,com,200,138,60830,129924
203,142,kickstarter.com,com,60641,132734,kickstarter.com,com,201,139,60771,132800
204,143,1.bp.blogspot.com,com,60507,147182,1.bp.blogspot.com,com,202,140,60531,147182
205,144,addthis.com,com,60348,124940,addthis.com,com,203,141,60423,124959
206,145,livejournal.com,com,60105,136137,livejournal.com,com,205,143,60104,136188
207,146,stumbleupon.com,com,60082,148073,stumbleupon.com,com,204,142,60151,148407
208,7,princeton.edu,edu,59826,107906,princeton.edu,edu,206,7,59913,108067
209,147,theatlantic.com,com,59528,130250,theatlantic.com,com,208,144,59398,129903
210,7,google.co.uk,uk,59480,141255,google.co.uk,uk,207,7,59559,140809
211,148,samsung.com,com,59199,111902,samsung.com,com,209,145,59187,111870
212,149,msdn.microsoft.com,com,59154,100351,msdn.microsoft.com,com,210,146,59187,100483
213,150,typepad.com,com,59056,131223,typepad.com,com,211,147,59084,131112
214,151,cbsnews.com,com,58890,128626,cbsnews.com,com,212,148,58937,128501
215,152,skype.com,com,58601,124721,skype.com,com,214,149,58540,124604
216,4,beian.miit.gov.cn,cn,58559,236318,beian.miit.gov.cn,cn,213,4,58553,236347
217,153,tripadvisor.com,com,58418,133790,tripadvisor.com,com,215,150,58399,133636
218,154,plesk.com,com,58317,186693,plesk.com,com,216,151,58306,186721
219,155,akismet.com,com,58073,164289,akismet.com,com,217,152,58051,164112
220,156,mailchimp.com,com,58002,132177,mailchimp.com,com,220,155,57911,131814
221,157,marriott.com,com,57929,114941,marriott.com,com,223,158,57776,114351
222,158,4.bp.blogspot.com,com,57924,138397,4.bp.blogspot.com,com,218,153,58005,138566
223,159,3.bp.blogspot.com,com,57902,137809,3.bp.blogspot.com,com,219,154,57954,137897
224,160,2.bp.blogspot.com,com,57866,137945,2.bp.blogspot.com,com,221,156,57878,138095
225,161,abcnews.go.com,com,57774,126863,abcnews.go.com,com,222,157,57826,126793
226,162,theverge.com,com,57480,117090,theverge.com,com,224,159,57582,117131
227,163,webs.com,com,57306,118305,webs.com,com,227,161,57109,117942
228,164,feedburner.com,com,57094,132198,feedburner.com,com,226,160,57126,132210
229,1,google.de,de,56652,190706,google.de,de,228,1,56683,190468
230,165,economist.com,com,56292,109177,economist.com,com,229,162,56349,109080
231,6,ca.gov,gov,56134,122019,ca.gov,gov,230,6,56100,121858
232,166,fb.com,com,55879,118326,fb.com,com,231,163,55902,118186
233,167,goodreads.com,com,55835,125008,goodreads.com,com,233,165,55785,124950
234,168,mashable.com,com,55683,115659,mashable.com,com,232,164,55791,115622
235,169,prnewswire.com,com,55674,111071,prnewswire.com,com,234,166,55727,110980
236,21,fr.wikipedia.org,org,55488,124206,fr.wikipedia.org,org,235,23,55555,124275
237,170,tripod.com,com,55377,110147,tripod.com,com,238,169,55399,110293
238,171,geocities.com,com,55377,107095,geocities.com,com,237,168,55420,107189
239,172,sun.com,com,55370,88042,sun.com,com,236,167,55466,88218
240,173,squarespace.com,com,55263,117254,squarespace.com,com,239,170,55265,117146
241,8,www.news.bbc.co.uk,uk,55259,112443,www.news.bbc.co.uk,uk,240,8,55239,112198
242,174,foxnews.com,com,54999,119225,foxnews.com,com,241,171,55020,119098
243,1,zoom.us,us,54989,107630,zoom.us,us,248,1,54189,105684
244,175,stackoverflow.com,com,54697,99680,stackoverflow.com,com,242,172,54766,99624
245,176,alibaba.com,com,54604,124006,alibaba.com,com,243,173,54689,124288
246,177,deviantart.com,com,54597,116650,deviantart.com,com,244,174,54639,116737
247,178,webmd.com,com,54560,125649,webmd.com,com,245,175,54573,125423
248,9,guardian.co.uk,uk,54426,109968,guardian.co.uk,uk,246,9,54536,109927
249,8,umich.edu,edu,54253,101421,umich.edu,edu,247,8,54247,101328
250,22,change.org,org,54121,117120,change.org,org,251,25,54102,116915
251,23,sciencemag.org,org,54076,102109,sciencemag.org,org,250,24,54137,101929
252,179,buzzfeed.com,com,54073,118586,buzzfeed.com,com,249,176,54181,118446
253,1,t.me,me,53875,135364,t.me,me,253,1,53813,135073
254,7,whitehouse.gov,gov,53836,105562,whitehouse.gov,gov,252,7,53892,105610
255,9,columbia.edu,edu,53830,100876,columbia.edu,edu,254,9,53807,100768
256,180,feeds.feedburner.com,com,53487,123006,feeds.feedburner.com,com,256,178,53537,123029
257,8,fda.gov,gov,53440,105215,fda.gov,gov,260,8,53299,104851
258,181,booking.com,com,53353,115781,booking.com,com,258,180,53376,115734
259,182,translate.google.com,com,53340,102462,translate.google.com,com,257,179,53388,102401
260,24,pbs.org,org,53287,114051,pbs.org,org,259,26,53330,113889
261,10,yale.edu,edu,53209,99872,yale.edu,edu,261,10,53230,99844
262,183,eepurl.com,com,53173,122593,eepurl.com,com,262,181,53180,122547
263,25,de.wikipedia.org,org,53118,146114,de.wikipedia.org,org,263,27,53101,146063
264,184,youronlinechoices.com,com,52984,166908,youronlinechoices.com,com,265,182,52886,166597
265,26,jigsaw.w3.org,org,52922,104865,jigsaw.w3.org,org,264,28,52944,104969
266,9,usda.gov,gov,52833,107617,usda.gov,gov,266,9,52861,107702
267,185,intel.com,com,52610,88918,intel.com,com,267,183,52614,88869
268,27,unesco.org,org,52252,97077,unesco.org,org,268,29,52263,96941
269,186,zdnet.com,com,52086,95279,zdnet.com,com,269,184,52168,95239
270,187,usnews.com,com,51927,109372,usnews.com,com,270,185,51979,109296
271,1,or.kr,kr,51904,100633,or.kr,kr,272,1,51950,100794
272,188,unsplash.com,com,51880,121145,unsplash.com,com,274,188,51782,120962
273,189,disqus.com,com,51879,106856,disqus.com,com,273,187,51892,106763
274,190,bandcamp.com,com,51820,119781,bandcamp.com,com,271,186,51971,119707
275,11,upenn.edu,edu,51728,95886,upenn.edu,edu,275,11,51704,95673
276,191,tandfonline.com,com,51662,96549,tandfonline.com,com,276,189,51604,96386
277,192,cisco.com,com,51542,84283,cisco.com,com,277,190,51476,84051
278,2,wa.me,me,51428,130504,wa.me,me,282,2,51340,130208
279,193,redhat.com,com,51390,81755,redhat.com,com,279,192,51459,81870
280,194,dev.mysql.com,com,51381,95995,dev.mysql.com,com,278,191,51462,96185
281,12,psu.edu,edu,51326,95012,psu.edu,edu,280,12,51388,95034
282,195,engadget.com,com,51300,101566,engadget.com,com,281,193,51363,101542
283,10,talktalk.co.uk,uk,51252,86878,talktalk.co.uk,uk,284,10,51186,86696
284,196,photobucket.com,com,51201,106714,photobucket.com,com,283,194,51253,106906
285,197,huffpost.com,com,50714,111719,huffpost.com,com,255,177,53705,118367
286,28,dx.doi.org,org,50709,89204,dx.doi.org,org,288,31,50676,89238
287,10,noaa.gov,gov,50682,97116,noaa.gov,gov,289,10,50657,97111
288,198,android.com,com,50665,89791,android.com,com,290,197,50626,89769
289,199,vice.com,com,50600,108009,vice.com,com,291,198,50574,107814
290,29,iso.org,org,50463,81293,iso.org,org,292,32,50556,81268
291,11,epa.gov,gov,50386,100686,epa.gov,gov,294,11,50339,100561
292,200,dropcatch.com,com,50289,105213,dropcatch.com,com,287,196,50724,106952
293,201,quora.com,com,50286,102697,quora.com,com,293,199,50418,102609
294,202,nbcnews.com,com,50204,106922,nbcnews.com,com,297,201,50194,106777
295,12,state.gov,gov,50161,95472,state.gov,gov,298,12,50140,95413
296,203,picasaweb.google.com,com,50146,99249,picasaweb.google.com,com,296,200,50218,99290
297,204,marketwatch.com,com,50101,99881,marketwatch.com,com,300,203,50015,99650
298,30,upload.wikimedia.org,org,50015,100866,upload.wikimedia.org,org,301,33,49975,100811
299,205,sciencedaily.com,com,50010,100502,sciencedaily.com,com,299,202,50080,100325
300,1,aboutads.info,info,49995,150760,aboutads.info,info,302,1,49929,150286
301,206,finance.yahoo.com,com,49891,97746,finance.yahoo.com,com,304,205,49753,97354
302,1,mailchi.mp,mp,49890,102142,mailchi.mp,mp,306,1,49723,101762
303,31,sitemaps.org,org,49709,125270,sitemaps.org,org,305,34,49726,125379
304,207,oup.com,com,49523,92350,oup.com,com,309,208,49476,92240
305,208,sagepub.com,com,49499,93069,sagepub.com,com,308,207,49519,92866
306,209,oreilly.com,com,49461,84355,oreilly.com,com,307,206,49682,84608
307,210,wikihow.com,com,49417,102426,wikihow.com,com,310,209,49382,102378
308,1,vkontakte.ru,ru,49151,111104,vkontakte.ru,ru,311,1,49177,111169
309,1,abc.net.au,au,49097,99937,abc.net.au,au,312,1,49086,99766
310,2,cbc.ca,ca,49060,104860,cbc.ca,ca,314,2,49008,104725
311,211,fortune.com,com,48982,95715,fortune.com,com,313,210,49019,95555
312,212,businesswire.com,com,48911,92018,businesswire.com,com,315,211,48887,91783
313,32,allaboutcookies.org,org,48833,126612,allaboutcookies.org,org,316,35,48885,126288
314,213,books.google.com,com,48815,98309,books.google.com,com,-1,-1,-1,-1
315,214,wikia.com,com,48718,98942,wikia.com,com,317,212,48758,98810
316,33,networkadvertising.org,org,48714,115063,networkadvertising.org,org,318,36,48700,114662
317,215,giphy.com,com,48624,101429,giphy.com,com,319,213,48658,101296
318,13,uci.edu,edu,48562,79860,uci.edu,edu,320,13,48582,79851
319,216,gizmodo.com,com,48530,98796,gizmodo.com,com,321,214,48480,98604
320,217,aws.amazon.com,com,48445,81525,aws.amazon.com,com,-1,-1,-1,-1
321,218,meetup.com,com,48423,97692,meetup.com,com,322,215,48475,97511
322,34,hbr.org,org,48415,94114,hbr.org,org,324,37,48289,93701
323,2,arnebrachhold.de,de,48376,122922,arnebrachhold.de,de,323,2,48389,123034
324,219,outlook.com,com,48282,87471,outlook.com,com,333,222,47962,86670
325,220,fastcompany.com,com,48268,95929,fastcompany.com,com,326,216,48231,95595
326,1,twitch.tv,tv,48228,101262,twitch.tv,tv,327,1,48172,100974
327,221,shopify.com,com,48153,98566,shopify.com,com,328,217,48093,98466
328,35,worldbank.org,org,48150,85441,worldbank.org,org,325,38,48245,85430
329,222,us.com,com,47996,94714,us.com,com,329,218,48078,94824
330,223,vox.com,com,47986,97883,vox.com,com,330,219,48019,97771
331,224,newyorker.com,com,47984,99129,newyorker.com,com,332,221,48002,99010
332,14,wisc.edu,edu,47935,84825,wisc.edu,edu,334,14,47916,84848
333,225,m.youtube.com,com,47932,94446,m.youtube.com,com,-1,-1,-1,-1
334,226,example.com,com,47910,85440,example.com,com,331,220,48009,85568
335,227,pixabay.com,com,47877,111281,pixabay.com,com,335,223,47776,110989
336,11,ox.ac.uk,uk,47711,84408,ox.ac.uk,uk,336,11,47750,84357
337,5,chinadaily.com.cn,cn,47594,121913,chinadaily.com.cn,cn,337,5,47669,122062
338,228,constantcontact.com,com,47134,104695,constantcontact.com,com,338,224,47173,104567
339,229,indiatimes.com,com,47023,95500,indiatimes.com,com,339,225,47049,95424
340,15,umn.edu,edu,46919,85279,umn.edu,edu,340,15,46993,85267
341,230,statista.com,com,46614,92336,statista.com,com,341,226,46572,91970
342,231,uk.com,com,46446,97942,uk.com,com,346,228,46236,97723
343,16,academia.edu,edu,46354,88459,academia.edu,edu,342,16,46425,88404
344,2,yandex.ru,ru,46305,137926,yandex.ru,ru,343,2,46345,138010
345,232,so.com,com,46300,193042,so.com,com,344,227,46251,193841
346,233,hubspot.com,com,46233,90368,hubspot.com,com,348,229,46171,90092
347,36,plos.org,org,46183,85117,plos.org,org,345,39,46248,85107
348,17,uiuc.edu,edu,46178,74307,uiuc.edu,edu,347,17,46195,74353
349,18,ucla.edu,edu,46145,83802,ucla.edu,edu,349,18,46146,83854
350,234,parallels.com,com,46020,114448,parallels.com,com,350,230,46021,114506
351,37,cambridge.org,org,45959,82392,cambridge.org,org,351,40,45993,82311
352,235,dell.com,com,45897,78396,dell.com,com,352,231,45888,78311
353,236,myshopify.com,com,45863,95970,myshopify.com,com,353,232,45836,96000
354,237,gofundme.com,com,45700,98710,gofundme.com,com,354,233,45722,98479
355,238,scientificamerican.com,com,45594,89777,scientificamerican.com,com,356,234,45604,89650
356,19,utexas.edu,edu,45590,80338,utexas.edu,edu,357,19,45600,80275
357,2,gouv.fr,fr,45576,97300,gouv.fr,fr,355,2,45617,97242
358,239,inc.com,com,45511,91551,inc.com,com,358,235,45538,91432
359,38,ieee.org,org,45346,75523,ieee.org,org,359,41,45407,75522
360,240,netflix.com,com,45263,94642,netflix.com,com,363,237,45159,94350
361,241,i.imgur.com,com,45191,91658,i.imgur.com,com,360,236,45319,91800
